name,description,image,token ID,BACKGROUND,TENNISBALL,BODY,OUTLINE,RACKET,TATTOO,TSHIRT,WATCH,WRISTBAND,HAIRCUT,GLASSES,EARRINGS,PLAYER TYPE,MUTATION,BORDER,SIGNATURE,POSE,TECHNIQUE,MINDSET,POWER,TACTICS,CONDITIONING,LUCK,Tactics boost,Power boost,Conditioning boost,Technique boost,Mindset boost,MOMENT,animation_url
Ballman #1243,Stan the Ballman collection,https://arts.ballmanproject.io/2866.png,1242,Radiant Blue 1,blue,01,black,,normal,yellow,,yellow,rf_headband_black,none,none,Counterpuncher,none,red,none,FINGER,47,50,46,50,57,50,,,,,,,
Ballman #1244,Stan the Ballman collection,https://arts.ballmanproject.io/2257.png,1243,Victory Red 1,yellow,05,white,,none,pink,black,blue,mc_bowlcut_brown,,,Serve-and-Volleyer,Sledge Hammer,copper,none,BROKEN,56,49,53,52,40,50,,8.0,,,,,
Ballman #1245,Stan the Ballman collection,https://arts.ballmanproject.io/1091.png,1244,Victory Red 3,pink,06,white,yellow,none,blue,pink,pink,rn_headband_black,brown,none,Aggressive Baseliner,none,black,none,BACKHANDS VOLLEY,55,50,55,45,45,50,,,,,,,
Ballman #1246,Stan the Ballman collection,https://arts.ballmanproject.io/3214.png,1245,Red Stan 3,lgbtq,01,white,,none,green,,red,rf_headband_blond,none,none,Aggressive Baseliner,none,green,none,FINGER,55,50,55,45,45,50,,,,,,,
Ballman #1247,Stan the Ballman collection,https://arts.ballmanproject.io/2629.png,1246,Radiant Yellow 2,white,06,white,,none,red,,pink,dm_partinghair_ginger,black,none,Aggressive Baseliner,none,metalred,full black,FINGER,55,49,55,44,47,50,,,,,,,
Ballman #1248,Stan the Ballman collection,https://arts.ballmanproject.io/4657.png,1247,Victory Red 2,orange,06,white,green,none,pink,green,white,se_featheredhair_brown,none,,Serve-and-Volleyer,Quick neuron,blue,sw white,POINT,56,49,53,52,40,50,5.0,,,,,,
Ballman #1249,Stan the Ballman collection,https://arts.ballmanproject.io/606.png,1248,Radiant Green 3,pink,05,white,yellow,none,yellow,blue,white,am_afro_blond,none,none,Counterpuncher,none,green,full black,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #1250,Stan the Ballman collection,https://arts.ballmanproject.io/3462.png,1249,Radiant Purple 3,purple,06,black,,none,white,,green,yn_dreads_ginger,none,none,Counterpuncher,none,red,none,FIST,46,50,47,50,57,50,,,,,,,
Ballman #1251,Stan the Ballman collection,https://arts.ballmanproject.io/2873.png,1250,Deep Blue 3,yellow,03,black,,none,pink,,yellow,dm_partinghair_ginger,none,none,All-court Player,none,orange,full white,FINGER,49,52,46,57,46,50,,,,,,,
Ballman #1252,Stan the Ballman collection,https://arts.ballmanproject.io/4205.png,1251,Radiant Blue 2,pink,03,white,,none,yellow,,blue,bb_mullet_ginger,black,none,All-court Player,none,metal,sw white,FIST,49,52,46,57,46,50,,,,,,,
Ballman #1253,Stan the Ballman collection,https://arts.ballmanproject.io/970.png,1252,Victory Purple 1,yellow,06,black,green,none,pink,black,blue,nk_fauxhawk_black,none,none,Serve-and-Volleyer,none,black,sw white,BACKHANDS VOLLEY,56,49,54,50,41,50,,,,,,,
Ballman #1254,Stan the Ballman collection,https://arts.ballmanproject.io/3856.png,1253,Pink Gradient 1,lgbtq,01,white,,none,pink,,blue,yn_dreads_ginger,none,none,Serve-and-Volleyer,none,blue,none,FIST,56,49,53,52,40,50,,,,,,,
Ballman #1255,Stan the Ballman collection,https://arts.ballmanproject.io/1348.png,1254,Victory Purple 1,purple,04,black,black,none,black,blue,black,nk_fauxhawk_brown,none,none,Aggressive Baseliner,none,white,none,BACKHANDS VOLLEY,55,50,55,45,45,50,,,,,,,
Ballman #1256,Stan the Ballman collection,https://arts.ballmanproject.io/161.png,1255,Red Stan 1,black,red,black,black,none,green,red,black,ar_mohawk_brown,none,none,Counterpuncher,none,red,none,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #1257,Stan the Ballman collection,https://arts.ballmanproject.io/3374.png,1256,Victory Red 3,silver,05,white,,none,black,,pink,yn_dreads_black,none,none,Serve-and-Volleyer,none,white,none,FIST,56,50,53,51,40,50,,,,,,,
Ballman #1258,Stan the Ballman collection,https://arts.ballmanproject.io/3995.png,1257,Radiant Green 2,red,04,black,,none,pink,,red,bb_headband_brown,none,none,Aggressive Baseliner,none,green,none,FIST,56,50,54,45,45,50,,,,,,,
Ballman #1259,Stan the Ballman collection,https://arts.ballmanproject.io/1283.png,1258,Holographic 2,blue,04,white,green,none,black,green,red,rn_headband_blond,white,none,Counterpuncher,none,quick,sw white,BACKHANDS VOLLEY,46,49,46,50,59,50,,,,,,,
Ballman #1260,Stan the Ballman collection,https://arts.ballmanproject.io/287.png,1259,Victory Green 1,orange,green,black,blue,none,red,pink,green,am_afro_blond,none,none,Pusher,none,pink,none,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #1261,Stan the Ballman collection,https://arts.ballmanproject.io/1880.png,1260,Deep Blue 1,green,06,black,yellow,normal,white,white,red,jme_curlyheadband_ginger,none,none,All-court Player,none,green,none,BLINK,49,52,46,57,46,50,,,,,,,
Ballman #1262,Stan the Ballman collection,https://arts.ballmanproject.io/3894.png,1261,Radiant Yellow 3,pink,05,black,,none,black,,green,yn_dreads_black,none,none,Serve-and-Volleyer,none,quick,sw black,FIST,56,49,54,50,41,50,,,,,,,
Ballman #1263,Stan the Ballman collection,https://arts.ballmanproject.io/3441.png,1262,Radiant Yellow 3,purple,06,black,,none,yellow,,red,yn_dreads_brown,black,none,All-court Player,none,orange,sw black,FIST,50,53,45,56,47,50,,,,,,,
Ballman #1264,Stan the Ballman collection,https://arts.ballmanproject.io/4394.png,1263,Holographic 1,blue,03,white,pink,none,black,pink,blue,se_featheredhair_ginger,black,,All-court Player,none,earth,sw white,POINT,49,52,46,57,46,50,,,,,,,
Ballman #1265,Stan the Ballman collection,https://arts.ballmanproject.io/5587.png,1264,Radiant Purple 1,white,Stan,white,,,red,,white,,none,,Pusher,Stan's punch,metalblue,sw black,FINGER,46,51,44,53,57,50,,5.0,,,,,
Ballman #1266,Stan the Ballman collection,https://arts.ballmanproject.io/1109.png,1265,Victory Green 2,blue,03,white,red,sleeve,blue,yellow,white,gm_afro_ginger,none,none,Counterpuncher,none,gold,sw white,BACKHANDS VOLLEY,47,50,46,50,57,50,,,,,,,
Ballman #1267,Stan the Ballman collection,https://arts.ballmanproject.io/4529.png,1266,Victory Green 3,purple,03,black,blue,none,green,black,white,db_dreadlocks_black,none,,Pusher,Quick neuron,metalpink,full white,POINT,46,50,43,52,58,50,5.0,,,,,,
Ballman #1268,Stan the Ballman collection,https://arts.ballmanproject.io/4784.png,1267,Radiant Green 2,pink,04,white,,normal,yellow,pink,black,ds_sideslick_ginger,none,none,Serve-and-Volleyer,none,red,none,TROPHY,56,49,53,52,40,50,,,,,,,
Ballman #1269,Stan the Ballman collection,https://arts.ballmanproject.io/5849.png,1268,Victory Purple 3,yellow,Stan,black,,,red,,black,,none,,Serve-and-Volleyer,Quick neuron,black,none,FIST,56,50,53,51,40,50,5.0,,,,,,
Ballman #1270,Stan the Ballman collection,https://arts.ballmanproject.io/585.png,1269,Victory Yellow 1,blue,01,white,black,none,black,yellow,red,am_afro_ginger,none,none,Counterpuncher,Zen master,green,full white,BACKHANDS,46,49,46,50,59,50,,,,,10.0,,
Ballman #1271,Stan the Ballman collection,https://arts.ballmanproject.io/3554.png,1270,Radiant Yellow 2,silver,04,black,,none,white,,blue,bb_headband_ginger,brown,none,Counterpuncher,none,pink,none,FIST,46,49,46,50,59,50,,,,,,,
Ballman #1272,Stan the Ballman collection,https://arts.ballmanproject.io/2831.png,1271,Victory Purple 2,purple,04,black,,none,black,,red,st_longhair_brown,none,none,All-court Player,none,orange,none,FINGER,50,52,45,56,47,50,,,,,,,
Ballman #1273,Stan the Ballman collection,https://arts.ballmanproject.io/4340.png,1272,Blue Stan 3,pink,06,black,black,normal,black,black,green,gv_headband_ginger,none,,Serve-and-Volleyer,none,green,sw white,POINT,56,50,53,51,40,50,,,,,,,
Ballman #1274,Stan the Ballman collection,https://arts.ballmanproject.io/4375.png,1273,Blue Stan 1,lgbtq,06,white,blue,none,yellow,yellow,green,se_featheredhair_brown,none,,All-court Player,none,white,full black,POINT,49,53,45,56,47,50,,,,,,,
Ballman #1275,Stan the Ballman collection,https://arts.ballmanproject.io/2329.png,1274,Victory Red 3,blue,05,white,,none,blue,pink,red,mc_bowlcut_ginger,,,Serve-and-Volleyer,none,green,sw white,BROKEN,56,49,53,52,40,50,,,,,,,
Ballman #1276,Stan the Ballman collection,https://arts.ballmanproject.io/5179.png,1275,Pink Gradient 1,orange,Stan,white,yellow,,green,,white,,white,,Pusher,Eagle Eye,red,full gold,BACKHANDS,46,51,44,53,57,50,,,,5.0,,,
Ballman #1277,Stan the Ballman collection,https://arts.ballmanproject.io/4333.png,1276,Radiant Yellow 3,red,red,white,black,none,blue,red,yellow,gv_headband_blond,white,,Counterpuncher,none,pink,none,POINT,47,50,46,50,57,50,,,,,,,
Ballman #1278,Stan the Ballman collection,https://arts.ballmanproject.io/3383.png,1277,Purple Stan 2,green,04,white,,none,blue,,blue,bb_mullet_blond,white,none,Serve-and-Volleyer,none,red,none,FIST,56,50,53,51,40,50,,,,,,,
Ballman #1279,Stan the Ballman collection,https://arts.ballmanproject.io/3532.png,1278,Radiant Blue 2,yellow,red,white,,none,red,,black,bb_mullet_brown,none,none,All-court Player,Low heartbeat gene,black,none,FIST,50,52,45,56,47,50,,,10.0,,,,
Ballman #1280,Stan the Ballman collection,https://arts.ballmanproject.io/4779.png,1279,Victory Green 1,red,03,white,,none,blue,blue,white,ds_sideslick_blond,black,none,Pusher,none,gold,sw black,TROPHY,46,51,44,53,57,50,,,,,,,
Ballman #1281,Stan the Ballman collection,https://arts.ballmanproject.io/178.png,1280,Victory Green 2,yellow,06,white,pink,none,green,blue,black,gi_topknot_ginger,none,none,Pusher,none,orange,none,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #1282,Stan the Ballman collection,https://arts.ballmanproject.io/2520.png,1281,Victory Green 3,orange,02,black,,none,black,,white,rf_headband_brown,none,none,Aggressive Baseliner,none,orange,sw white,FINGER,56,50,54,45,45,50,,,,,,,
Ballman #1283,Stan the Ballman collection,https://arts.ballmanproject.io/3687.png,1282,Radiant Blue 2,blue,05,black,,none,black,,green,bb_headband_ginger,none,none,Serve-and-Volleyer,none,green,none,FIST,56,49,54,50,41,50,,,,,,,
Ballman #1284,Stan the Ballman collection,https://arts.ballmanproject.io/3157.png,1283,Victory Purple 1,purple,03,white,,sleeve,pink,,red,rf_headband_black,none,earring,All-court Player,none,quick,none,FINGER,49,52,46,57,46,50,,,,,,,
Ballman #1285,Stan the Ballman collection,https://arts.ballmanproject.io/5483.png,1284,Blue Stan 2,red,Stan,white,,,white,,blue,,,,Counterpuncher,none,grass,full black,BROKEN,47,50,46,50,57,50,,,,,,,
Ballman #1286,Stan the Ballman collection,https://arts.ballmanproject.io/1296.png,1285,Victory Red 3,bronze,04,white,blue,sleeve,black,green,black,rn_headband_black,white,none,Aggressive Baseliner,none,blue,none,BACKHANDS VOLLEY,56,50,54,45,45,50,,,,,,,
Ballman #1287,Stan the Ballman collection,https://arts.ballmanproject.io/858.png,1286,Holographic 3,yellow,06,black,green,none,black,blue,blue,gi_topknot_brown,none,none,Aggressive Baseliner,none,pink,sw black,BACKHANDS,55,50,55,45,45,50,,,,,,,
Ballman #1288,Stan the Ballman collection,https://arts.ballmanproject.io/3101.png,1287,Victory Red 3,purple,04,black,,none,black,,black,st_longhair_brown,white,earring,Counterpuncher,Cardio+,red,none,FINGER,46,49,46,50,59,50,,,5.0,,,,
Ballman #1289,Stan the Ballman collection,https://arts.ballmanproject.io/989.png,1288,Deep Blue 1,yellow,05,white,yellow,none,green,red,blue,nk_fauxhawk_brown,none,none,Serve-and-Volleyer,none,copper,none,BACKHANDS VOLLEY,56,49,54,50,41,50,,,,,,,
Ballman #1290,Stan the Ballman collection,https://arts.ballmanproject.io/2855.png,1289,Radiant Green 2,white,06,black,,none,pink,,pink,st_longhair_ginger,none,none,Aggressive Baseliner,Cardio+,earth,none,FINGER,55,50,55,45,45,50,,,5.0,,,,
Ballman #1291,Stan the Ballman collection,https://arts.ballmanproject.io/681.png,1290,Deep Blue 2,purple,06,black,red,none,white,red,blue,am_afro_ginger,none,earring,Serve-and-Volleyer,none,copper,none,BACKHANDS,56,49,53,52,40,50,,,,,,,
Ballman #1292,Stan the Ballman collection,https://arts.ballmanproject.io/644.png,1291,Pink Gradient 3,green,06,black,blue,none,red,yellow,yellow,am_afro_blond,none,none,Pusher,none,white,none,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #1293,Stan the Ballman collection,https://arts.ballmanproject.io/2869.png,1292,Red Stan 2,pink,04,black,,none,red,,black,rf_headband_black,black,none,Pusher,Eagle Eye,blue,sw white,FINGER,46,50,43,52,58,50,,,,5.0,,,
Ballman #1294,Stan the Ballman collection,https://arts.ballmanproject.io/3178.png,1293,Victory Purple 2,purple,06,white,,none,yellow,,green,dm_partinghair_brown,none,none,Aggressive Baseliner,none,earth,sw white,FINGER,56,50,54,45,45,50,,,,,,,
Ballman #1295,Stan the Ballman collection,https://arts.ballmanproject.io/3489.png,1294,Pink Gradient 3,yellow,02,white,,sleeve,green,,green,bb_headband_brown,none,none,Aggressive Baseliner,none,white,none,FIST,55,49,55,44,47,50,,,,,,,
Ballman #1296,Stan the Ballman collection,https://arts.ballmanproject.io/5352.png,1295,Purple Stan 2,purple,Stan,white,yellow,,pink,,blue,,none,,Pusher,none,quick,none,BACKHANDS VOLLEY,48,50,44,51,57,50,,,,,,,
Ballman #1297,Stan the Ballman collection,https://arts.ballmanproject.io/2559.png,1296,Radiant Green 2,purple,04,black,,none,blue,,black,rf_headband_brown,white,none,Counterpuncher,none,blue,none,FINGER,47,50,46,50,57,50,,,,,,,
Ballman #1298,Stan the Ballman collection,https://arts.ballmanproject.io/2271.png,1297,Holographic 3,purple,06,white,,none,red,yellow,blue,kn_fringe_ginger,,,Counterpuncher,Quick neuron,metal,none,BROKEN,48,50,46,50,57,50,5.0,,,,,,
Ballman #1299,Stan the Ballman collection,https://arts.ballmanproject.io/845.png,1298,Red Stan 1,yellow,green,black,yellow,none,blue,red,white,gi_topknot_ginger,none,none,Counterpuncher,none,blue,sw black,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #1300,Stan the Ballman collection,https://arts.ballmanproject.io/5606.png,1299,Blue Stan 2,orange,Stan,black,,,green,,white,,none,,Counterpuncher,none,blue,sw black,FINGER,46,49,46,50,59,50,,,,,,,
Ballman #1301,Stan the Ballman collection,https://arts.ballmanproject.io/5292.png,1300,Pink Gradient 1,silver,Stan,black,pink,,black,,white,,none,,All-court Player,none,metalpink,sw black,BACKHANDS VOLLEY,50,53,45,56,47,50,,,,,,,
Ballman #1302,Stan the Ballman collection,https://arts.ballmanproject.io/6083.png,1301,Radiant Purple 1,yellow,Stan,white,red,,green,,blue,,brown,,Aggressive Baseliner,Master mind,black,none,POINT,55,50,55,45,45,50,8.0,,,,,,
Ballman #1303,Stan the Ballman collection,https://arts.ballmanproject.io/3422.png,1302,Victory Green 2,purple,06,white,,none,white,,white,bb_headband_ginger,none,none,All-court Player,none,white,none,FIST,50,52,45,56,47,50,,,,,,,
Ballman #1304,Stan the Ballman collection,https://arts.ballmanproject.io/4844.png,1303,Radiant Green 1,purple,02,black,blue,none,red,green,red,aa_afro_black,white,none,All-court Player,none,grass,none,VICTORY,49,53,45,56,47,50,,,,,,,
Ballman #1305,Stan the Ballman collection,https://arts.ballmanproject.io/5095.png,1304,Radiant Purple 3,black,Stan,white,yellow,,pink,,black,,none,,Serve-and-Volleyer,none,red,sw black,BACKHANDS,56,50,53,51,40,50,,,,,,,
Ballman #1306,Stan the Ballman collection,https://arts.ballmanproject.io/2562.png,1305,Deep Blue 3,red,red,white,,none,red,,white,dm_partinghair_black,white,none,Pusher,none,metalgreen,none,FINGER,46,51,44,53,57,50,,,,,,,
Ballman #1307,Stan the Ballman collection,https://arts.ballmanproject.io/439.png,1306,Victory Yellow 3,blue,06,white,red,none,green,yellow,black,ar_mohawk_blond,none,none,Aggressive Baseliner,none,earth,full black,BACKHANDS,55,50,55,45,45,50,,,,,,,
Ballman #1308,Stan the Ballman collection,https://arts.ballmanproject.io/367.png,1307,Blue Stan 2,orange,04,white,red,none,red,black,black,gi_topknot_blond,white,none,Pusher,none,black,sw black,BACKHANDS,48,50,44,51,57,50,,,,,,,
Ballman #1309,Stan the Ballman collection,https://arts.ballmanproject.io/1403.png,1308,Holographic 2,green,04,black,black,none,red,red,yellow,rn_headband_blond,none,none,Counterpuncher,none,gold,sw black,BACKHANDS VOLLEY,46,50,47,50,57,50,,,,,,,
Ballman #1310,Stan the Ballman collection,https://arts.ballmanproject.io/806.png,1309,Victory Yellow 3,purple,06,black,pink,none,black,red,blue,ar_mohawk_ginger,none,none,Pusher,none,green,sw black,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #1311,Stan the Ballman collection,https://arts.ballmanproject.io/3370.png,1310,Radiant Purple 2,blue,06,black,,none,red,,pink,bb_headband_blond,none,none,Aggressive Baseliner,Master mind,blue,none,FIST,55,49,55,44,47,50,8.0,,,,,,
Ballman #1312,Stan the Ballman collection,https://arts.ballmanproject.io/6063.png,1311,Victory Red 3,green,Stan,black,blue,,blue,,pink,,white,,Counterpuncher,none,metal,none,POINT,46,49,46,50,59,50,,,,,,,
Ballman #1313,Stan the Ballman collection,https://arts.ballmanproject.io/5333.png,1312,Red Stan 1,red,Stan,black,pink,,black,,yellow,,none,,Aggressive Baseliner,none,orange,none,BACKHANDS VOLLEY,55,50,55,45,45,50,,,,,,,
Ballman #1314,Stan the Ballman collection,https://arts.ballmanproject.io/2322.png,1313,Radiant Purple 3,red,05,black,,none,blue,blue,yellow,kn_fringe_black,,,Counterpuncher,Killer mindset,red,none,BROKEN,47,50,46,50,57,50,,,,,5.0,,
Ballman #1315,Stan the Ballman collection,https://arts.ballmanproject.io/3907.png,1314,Pink Gradient 1,purple,04,black,,none,green,,red,bb_headband_blond,none,none,All-court Player,none,red,full white,FIST,49,52,46,57,46,50,,,,,,,
Ballman #1316,Stan the Ballman collection,https://arts.ballmanproject.io/2903.png,1315,Radiant Blue 3,red,04,black,,none,white,,red,dm_partinghair_ginger,none,none,Serve-and-Volleyer,none,earth,none,FINGER,56,49,53,52,40,50,,,,,,,
Ballman #1317,Stan the Ballman collection,https://arts.ballmanproject.io/5459.png,1316,Radiant Green 3,white,Stan,white,,,black,,green,,,,Counterpuncher,Cardio+,red,full white,BROKEN,46,50,47,50,57,50,,,5.0,,,,
Ballman #1318,Stan the Ballman collection,https://arts.ballmanproject.io/3164.png,1317,Victory Purple 2,silver,03,black,,none,blue,,blue,rf_headband_blond,none,none,Pusher,none,red,full white,FINGER,46,50,43,52,58,50,,,,,,,
Ballman #1319,Stan the Ballman collection,https://arts.ballmanproject.io/1650.png,1318,Radiant Purple 1,yellow,05,white,red,sleeve,black,red,white,nk_fauxhawk_black,none,none,Counterpuncher,none,blue,sw black,BACKHANDS VOLLEY,46,49,46,50,59,50,,,,,,,
Ballman #1320,Stan the Ballman collection,https://arts.ballmanproject.io/5624.png,1319,Radiant Purple 3,lgbtq,Stan,black,,,black,,white,,none,,Serve-and-Volleyer,none,white,sw black,FINGER,56,50,53,51,41,50,,,,,,,
Ballman #1321,Stan the Ballman collection,https://arts.ballmanproject.io/1996.png,1320,Holographic 1,blue,06,white,,none,black,white,blue,kn_fringe_blond,,,Aggressive Baseliner,none,pink,full white,BROKEN,56,50,54,45,45,50,,,,,,,
Ballman #1322,Stan the Ballman collection,https://arts.ballmanproject.io/4416.png,1321,Red Stan 1,black,06,white,black,none,blue,white,pink,db_dreadlocks_ginger,none,,Counterpuncher,none,orange,none,POINT,47,50,46,50,57,50,,,,,,,
Ballman #1323,Stan the Ballman collection,https://arts.ballmanproject.io/4195.png,1322,Radiant Purple 3,purple,06,white,,none,white,,blue,bb_mullet_brown,none,none,Pusher,none,pink,sw white,FIST,48,50,44,51,57,50,,,,,,,
Ballman #1324,Stan the Ballman collection,https://arts.ballmanproject.io/2935.png,1323,Deep Blue 2,purple,01,white,,none,white,,yellow,st_longhair_brown,white,none,All-court Player,none,black,sw white,FINGER,49,52,46,57,46,50,,,,,,,
Ballman #1325,Stan the Ballman collection,https://arts.ballmanproject.io/4307.png,1324,Purple Stan 2,red,05,black,blue,none,red,pink,black,gv_headband_brown,none,,Pusher,Eagle Eye,blue,none,POINT,46,50,43,52,58,50,,,,5.0,,,
Ballman #1326,Stan the Ballman collection,https://arts.ballmanproject.io/1750.png,1325,Radiant Blue 3,purple,06,white,black,none,pink,yellow,yellow,rn_headband_ginger,none,none,Pusher,none,metal,none,BACKHANDS VOLLEY,46,51,44,53,57,50,,,,,,,
Ballman #1327,Stan the Ballman collection,https://arts.ballmanproject.io/2646.png,1326,Purple Stan 3,white,03,white,,none,green,,red,rf_headband_brown,black,none,Pusher,none,metal,none,FINGER,48,50,44,51,57,50,,,,,,,
Ballman #1328,Stan the Ballman collection,https://arts.ballmanproject.io/1570.png,1327,Radiant Blue 1,red,03,black,blue,none,white,red,yellow,nk_fauxhawk_brown,none,none,Counterpuncher,none,metalpink,none,BACKHANDS VOLLEY,46,50,47,50,57,50,,,,,,,
Ballman #1329,Stan the Ballman collection,https://arts.ballmanproject.io/4362.png,1328,Red Stan 1,white,05,black,yellow,none,red,green,yellow,db_dreadlocks_black,none,,Pusher,none,metalpink,sw white,POINT,46,50,43,52,58,50,,,,,,,
Ballman #1330,Stan the Ballman collection,https://arts.ballmanproject.io/3360.png,1329,Holographic 3,white,06,white,,none,blue,,green,bb_mullet_ginger,none,none,Pusher,none,metalblue,none,FIST,48,50,44,51,57,50,,,,,,,
Ballman #1331,Stan the Ballman collection,https://arts.ballmanproject.io/5096.png,1330,Radiant Green 2,purple,Stan,black,blue,,white,,pink,,none,,Counterpuncher,none,blue,none,BACKHANDS,47,50,46,50,57,50,,,,,,,
Ballman #1332,Stan the Ballman collection,https://arts.ballmanproject.io/1084.png,1331,Radiant Purple 3,pink,05,white,yellow,none,red,yellow,red,gm_afro_black,black,none,Counterpuncher,none,green,sw gold,BACKHANDS VOLLEY,46,49,46,50,59,50,,,,,,,
Ballman #1333,Stan the Ballman collection,https://arts.ballmanproject.io/4098.png,1332,Victory Green 1,purple,05,white,,none,pink,,green,bb_headband_ginger,white,earring,Pusher,Master mind,pink,full black,FIST,46,50,43,52,58,50,8.0,,,,,,
Ballman #1334,Stan the Ballman collection,https://arts.ballmanproject.io/4288.png,1333,Radiant Purple 3,blue,05,black,green,none,blue,pink,white,db_dreadlocks_ginger,black,,Serve-and-Volleyer,Eagle Eye,green,sw white,POINT,56,49,53,52,40,50,,,,5.0,,,
Ballman #1335,Stan the Ballman collection,https://arts.ballmanproject.io/4992.png,1334,Radiant Green 3,black,Stan,white,red,,black,,red,,white,,Pusher,none,green,none,BACKHANDS,46,51,44,53,57,50,,,,,,,
Ballman #1336,Stan the Ballman collection,https://arts.ballmanproject.io/3921.png,1335,Radiant Blue 2,blue,02,white,,none,green,,green,bb_headband_ginger,none,none,Pusher,none,metalgreen,none,FIST,46,51,44,53,57,50,,,,,,,
Ballman #1337,Stan the Ballman collection,https://arts.ballmanproject.io/4491.png,1336,Victory Yellow 3,black,blue,white,yellow,none,white,yellow,white,se_featheredhair_blond,none,,Pusher,none,green,none,POINT,46,51,44,53,57,50,,,,,,,
Ballman #1338,Stan the Ballman collection,https://arts.ballmanproject.io/1207.png,1337,Purple Stan 1,red,green,white,pink,none,blue,yellow,red,gm_afro_ginger,none,none,Counterpuncher,none,orange,sw black,BACKHANDS VOLLEY,46,49,46,50,59,50,,,,,,,
Ballman #1339,Stan the Ballman collection,https://arts.ballmanproject.io/699.png,1338,Red Stan 1,bronze,green,black,yellow,none,black,yellow,green,am_afro_brown,none,none,Pusher,none,pink,none,BACKHANDS,46,50,43,52,58,50,,,,,,,
Ballman #1340,Stan the Ballman collection,https://arts.ballmanproject.io/4209.png,1339,Victory Red 2,pink,06,black,,none,green,,green,bb_headband_brown,black,none,Counterpuncher,none,metalpink,sw white,FIST,46,49,46,50,59,50,,,,,,,
Ballman #1341,Stan the Ballman collection,https://arts.ballmanproject.io/2198.png,1340,Radiant Green 2,pink,02,white,,none,yellow,black,black,mc_bowlcut_ginger,,,Aggressive Baseliner,none,pink,sw black,BROKEN,55,49,55,44,47,50,,,,,,,
Ballman #1342,Stan the Ballman collection,https://arts.ballmanproject.io/4407.png,1341,Radiant Purple 3,yellow,04,black,black,none,green,pink,yellow,se_featheredhair_brown,none,,Pusher,none,blue,none,POINT,46,51,44,53,57,50,,,,,,,
Ballman #1343,Stan the Ballman collection,https://arts.ballmanproject.io/2294.png,1342,Pink Gradient 1,purple,02,black,,none,pink,green,white,kn_fringe_black,,,Pusher,none,green,full white,BROKEN,46,51,44,53,57,50,,,,,,,
Ballman #1344,Stan the Ballman collection,https://arts.ballmanproject.io/5252.png,1343,Victory Purple 3,orange,Stan,black,green,,white,,blue,,white,,Counterpuncher,Racket samourai,green,sw white,BACKHANDS VOLLEY,47,50,46,50,57,50,,,,10.0,,,
Ballman #1345,Stan the Ballman collection,https://arts.ballmanproject.io/4199.png,1344,Radiant Green 1,black,03,white,,none,green,,black,yn_dreads_ginger,black,none,Counterpuncher,none,orange,none,FIST,46,50,47,50,57,50,,,,,,,
Ballman #1346,Stan the Ballman collection,https://arts.ballmanproject.io/900.png,1345,Victory Red 2,yellow,05,white,green,none,blue,black,yellow,gm_afro_black,none,none,All-court Player,none,orange,none,BACKHANDS VOLLEY,50,52,45,56,47,50,,,,,,,
Ballman #1347,Stan the Ballman collection,https://arts.ballmanproject.io/3802.png,1346,Blue Stan 3,blue,05,black,,none,yellow,,pink,bb_mullet_brown,none,none,Counterpuncher,none,green,full gold,FIST,47,50,46,50,57,50,,,,,,,
Ballman #1348,Stan the Ballman collection,https://arts.ballmanproject.io/4919.png,1347,Deep Blue 1,yellow,06,black,black,none,yellow,pink,blue,aa_afro_brown,none,none,Aggressive Baseliner,none,blue,none,VICTORY,55,49,55,44,47,50,,,,,,,
Ballman #1349,Stan the Ballman collection,https://arts.ballmanproject.io/42.png,1348,Victory Yellow 3,yellow,05,black,green,none,pink,white,green,gi_topknot_ginger,none,none,Pusher,none,pink,sw black,BACKHANDS,48,50,44,51,57,50,,,,,,,
Ballman #1350,Stan the Ballman collection,https://arts.ballmanproject.io/2611.png,1349,Deep Blue 2,blue,05,white,,sleeve,yellow,,black,st_longhair_blond,black,none,All-court Player,none,blue,none,FINGER,49,53,45,56,47,50,,,,,,,
Ballman #1351,Stan the Ballman collection,https://arts.ballmanproject.io/3078.png,1350,Victory Green 1,pink,05,black,,none,yellow,,blue,rf_headband_blond,none,none,Serve-and-Volleyer,none,black,full white,FINGER,56,50,53,51,40,50,,,,,,,
Ballman #1352,Stan the Ballman collection,https://arts.ballmanproject.io/615.png,1351,Victory Yellow 2,bronze,06,black,black,none,yellow,red,black,gi_topknot_ginger,none,none,All-court Player,none,paillettes,sw white,BACKHANDS,50,52,45,56,47,50,,,,,,,
Ballman #1353,Stan the Ballman collection,https://arts.ballmanproject.io/2499.png,1352,Purple Stan 3,yellow,04,white,,none,red,,pink,dm_partinghair_brown,none,none,Pusher,none,red,none,FINGER,48,50,44,51,57,50,,,,,,,
