total_rarity,rarity_rank,name,description,image,token ID,BACKGROUND,TENNISBALL,BODY,OUTLINE,RACKET,TATTOO,TSHIRT,WATCH,WRISTBAND,HAIRCUT,GLASSES,EARRINGS,PLAYER TYPE,MUTATION,BORDER,SIGNATURE,POSE,TECHNIQUE,MINDSET,POWER,TACTICS,CONDITIONING,LUCK,Tactics boost,Power boost,Conditioning boost,Technique boost,Mindset boost,MOMENT,animation_url
326.8867782988244,910.0,Ballman #4787,Stan the Ballman collection,https://arts.ballmanproject.io/4608.png,4786,Radiant Blue 2,black,04,black,green,none,black,black,white,db_dreadlocks_brown,black,none,Pusher,none,grass,sw white,POINT,46,51,44,53,57,50,none,none,none,none,none,none,none
326.67174186851923,911.0,Ballman #1667,Stan the Ballman collection,https://arts.ballmanproject.io/4652.png,1666,Radiant Green 3,orange,04,black,yellow,none,blue,pink,white,se_featheredhair_blond,none,none,All-court Player,none,red,full white,POINT,49,52,46,57,46,50,none,none,none,none,none,none,none
326.628197994739,912.0,Ballman #3083,Stan the Ballman collection,https://arts.ballmanproject.io/4636.png,3082,Victory Purple 2,orange,06,black,blue,normal,pink,black,blue,gv_headband_ginger,none,none,All-court Player,Cardio+,blue,none,POINT,49,53,45,56,47,50,none,none,5.0,none,none,none,none
326.6075724808147,913.0,Ballman #2088,Stan the Ballman collection,https://arts.ballmanproject.io/4500.png,2087,Victory Yellow 2,purple,05,black,red,none,green,green,white,db_dreadlocks_ginger,black,none,All-court Player,none,orange,full white,POINT,49,52,46,57,46,50,none,none,none,none,none,none,none
326.50865545142756,914.0,Ballman #3328,Stan the Ballman collection,https://arts.ballmanproject.io/2052.png,3327,Pink Gradient 1,white,05,white,none,none,red,pink,pink,mc_bowlcut_ginger,none,none,All-court Player,none,orange,sw black,BROKEN,50,52,45,56,47,50,none,none,none,none,none,none,none
326.3794404330138,915.0,Ballman #3109,Stan the Ballman collection,https://arts.ballmanproject.io/4436.png,3108,Victory Purple 1,red,06,white,pink,none,green,green,white,se_featheredhair_blond,none,none,Serve-and-Volleyer,none,grass,full white,POINT,56,49,53,52,40,50,none,none,none,none,none,none,none
326.36257309373207,916.0,Ballman #1125,Stan the Ballman collection,https://arts.ballmanproject.io/2321.png,1124,Victory Red 1,purple,04,white,none,normal,white,blue,blue,in_sideslick_brown,none,none,Pusher,Eagle Eye,grass,none,BROKEN,46,51,44,53,57,50,none,none,none,5.0,none,none,none
326.3072935236486,917.0,Ballman #2969,Stan the Ballman collection,https://arts.ballmanproject.io/3297.png,2968,Pink Gradient 1,pink,01,black,none,none,blue,none,yellow,rf_headband_black,white,none,Aggressive Baseliner,Eagle Eye,metalred,sw gold,FINGER,55,50,55,45,45,50,none,none,none,5.0,none,none,none
326.26851443941575,918.0,Ballman #2671,Stan the Ballman collection,https://arts.ballmanproject.io/4474.png,2670,Purple Stan 3,lgbtq,04,black,red,none,black,black,black,gv_headband_ginger,none,none,Pusher,none,metal,sw white,POINT,48,50,44,51,57,50,none,none,none,none,none,none,none
326.12274339160547,919.0,Ballman #1809,Stan the Ballman collection,https://arts.ballmanproject.io/940.png,1808,Purple Stan 1,orange,01,black,red,none,black,black,blue,nk_fauxhawk_black,none,none,Aggressive Baseliner,Zen master,green,sw black,BACKHANDS VOLLEY,56,50,54,45,45,50,none,none,none,none,10.0,none,none
326.0831487560478,920.0,Ballman #118,Stan the Ballman collection,https://arts.ballmanproject.io/3550.png,117,Radiant Green 2,blue,03,black,none,none,pink,none,blue,bb_headband_brown,brown,none,All-court Player,Killer mindset,orange,none,FIST,49,52,46,57,46,50,none,none,none,none,5.0,none,none
325.93409370102336,921.0,Ballman #5198,Stan the Ballman collection,https://arts.ballmanproject.io/2349.png,5197,Red Stan 2,blue,02,white,none,none,green,white,yellow,in_sideslick_blond,none,none,Counterpuncher,none,gold,none,BROKEN,46,50,47,50,57,50,none,none,none,none,none,none,none
325.7758857103284,922.0,Ballman #1608,Stan the Ballman collection,https://arts.ballmanproject.io/4477.png,1607,Victory Purple 1,yellow,green,white,pink,none,red,green,blue,se_featheredhair_blond,none,none,Counterpuncher,none,green,none,POINT,46,49,46,50,59,50,none,none,none,none,none,none,none
325.75119664575334,923.0,Ballman #4086,Stan the Ballman collection,https://arts.ballmanproject.io/2421.png,4085,Red Stan 1,lgbtq,green,black,none,none,white,green,red,kn_fringe_blond,none,none,Pusher,none,metal,sw white,BROKEN,46,50,43,52,58,50,none,none,none,none,none,none,none
325.6983259368417,924.0,Ballman #3216,Stan the Ballman collection,https://arts.ballmanproject.io/4262.png,3215,Blue Stan 3,orange,06,white,blue,none,red,green,red,se_featheredhair_blond,none,none,Pusher,none,black,full black,POINT,46,51,44,53,57,50,none,none,none,none,none,none,none
325.642277415424,925.0,Ballman #3123,Stan the Ballman collection,https://arts.ballmanproject.io/2217.png,3122,Holographic 3,green,01,white,none,none,green,yellow,red,kn_fringe_ginger,none,none,All-court Player,none,metalgreen,full white,BROKEN,49,52,46,57,46,50,none,none,none,none,none,none,none
325.63599910923864,926.0,Ballman #1973,Stan the Ballman collection,https://arts.ballmanproject.io/4504.png,1972,Blue Stan 1,blue,05,black,pink,none,red,black,blue,gv_headband_ginger,black,none,All-court Player,none,metalpink,sw black,POINT,49,53,45,56,47,50,none,none,none,none,none,none,none
325.61999595640316,927.0,Ballman #897,Stan the Ballman collection,https://arts.ballmanproject.io/4616.png,896,Purple Stan 3,white,05,white,pink,none,black,pink,red,se_featheredhair_ginger,black,none,All-court Player,Stan's punch,blue,none,POINT,50,52,45,56,47,50,none,5.0,none,none,none,none,none
325.2893363384204,928.0,Ballman #5905,Stan the Ballman collection,https://arts.ballmanproject.io/3237.png,5904,Purple Stan 1,pink,05,black,none,none,black,none,blue,st_longhair_blond,none,earring,Counterpuncher,Killer mindset,metalred,sw gold,FINGER,46,50,47,50,57,50,none,none,none,none,5.0,none,none
325.25254775881854,929.0,Ballman #3783,Stan the Ballman collection,https://arts.ballmanproject.io/4314.png,3782,Pink Gradient 3,white,04,black,blue,none,green,white,black,se_featheredhair_blond,none,none,Counterpuncher,none,gold,none,POINT,47,50,46,50,57,50,none,none,none,none,none,none,none
325.24327321493007,930.0,Ballman #3955,Stan the Ballman collection,https://arts.ballmanproject.io/2384.png,3954,Red Stan 2,yellow,green,black,none,none,pink,white,blue,kn_fringe_blond,none,none,Counterpuncher,Quick neuron,black,sw white,BROKEN,46,49,46,50,59,50,5.0,none,none,none,none,none,none
325.0410058317588,931.0,Ballman #2853,Stan the Ballman collection,https://arts.ballmanproject.io/4415.png,2852,Purple Stan 3,purple,05,white,yellow,sleeve,white,blue,yellow,db_dreadlocks_ginger,none,none,Aggressive Baseliner,none,quick,none,POINT,55,49,55,44,47,50,none,none,none,none,none,none,none
324.99733426441145,932.0,Ballman #3259,Stan the Ballman collection,https://arts.ballmanproject.io/1937.png,3258,Holographic 2,white,05,white,none,none,red,red,white,in_sideslick_blond,none,none,Serve-and-Volleyer,none,quick,sw white,BROKEN,56,49,54,50,41,50,none,none,none,none,none,none,none
324.93376263358647,933.0,Ballman #3500,Stan the Ballman collection,https://arts.ballmanproject.io/1519.png,3499,Purple Stan 1,red,blue,white,red,none,blue,red,black,rn_headband_ginger,white,none,Serve-and-Volleyer,Zen master,blue,none,BACKHANDS VOLLEY,56,49,54,50,41,50,none,none,none,none,10.0,none,none
324.7896718777896,934.0,Ballman #3438,Stan the Ballman collection,https://arts.ballmanproject.io/1602.png,3437,Deep Blue 1,green,green,white,black,none,red,red,blue,nk_fauxhawk_black,none,none,Pusher,none,metal,sw gold,BACKHANDS VOLLEY,46,51,44,53,57,50,none,none,none,none,none,none,none
324.72748130674955,935.0,Ballman #3747,Stan the Ballman collection,https://arts.ballmanproject.io/3801.png,3746,Radiant Purple 2,blue,01,white,none,none,pink,none,pink,bb_mullet_ginger,none,none,Counterpuncher,Master mind,red,sw white,FIST,46,50,47,50,57,50,8.0,none,none,none,none,none,none
324.64888205405515,936.0,Ballman #2514,Stan the Ballman collection,https://arts.ballmanproject.io/4223.png,2513,Victory Red 3,blue,06,black,green,none,blue,white,black,gv_headband_blond,brown,none,Counterpuncher,none,white,none,POINT,47,50,46,50,57,50,none,none,none,none,none,none,none
324.64662043480996,937.0,Ballman #3200,Stan the Ballman collection,https://arts.ballmanproject.io/2126.png,3199,Holographic 3,silver,03,black,none,sleeve,white,green,blue,in_sideslick_blond,none,none,Pusher,none,green,none,BROKEN,48,50,44,51,57,50,none,none,none,none,none,none,none
324.6106420246961,938.0,Ballman #6045,Stan the Ballman collection,https://arts.ballmanproject.io/1193.png,6044,Victory Green 3,blue,04,black,red,none,white,yellow,green,nk_fauxhawk_brown,none,none,Serve-and-Volleyer,Racket samourai,pink,sw white,BACKHANDS VOLLEY,56,49,53,52,40,50,none,none,none,10.0,none,none,none
324.474775113564,939.0,Ballman #4808,Stan the Ballman collection,https://arts.ballmanproject.io/2060.png,4807,Holographic 3,white,04,white,none,none,yellow,red,pink,in_sideslick_blond,none,none,All-court Player,none,paillettes,full white,BROKEN,49,53,45,56,47,50,none,none,none,none,none,none,none
324.43417832690403,940.0,Ballman #2750,Stan the Ballman collection,https://arts.ballmanproject.io/4671.png,2749,Radiant Blue 1,yellow,05,black,green,sleeve,black,green,blue,gv_headband_brown,none,none,Pusher,none,metalpink,full white,POINT,46,50,43,52,58,50,none,none,none,none,none,none,none
324.3314974890598,941.0,Ballman #1368,Stan the Ballman collection,https://arts.ballmanproject.io/1662.png,1367,Radiant Green 2,bronze,06,black,black,none,white,white,white,rn_headband_blond,none,earring,Pusher,Cardio+,copper,sw white,BACKHANDS VOLLEY,46,50,43,52,58,50,none,none,5.0,none,none,none,none
324.284621492236,942.0,Ballman #1217,Stan the Ballman collection,https://arts.ballmanproject.io/2089.png,1216,Deep Blue 3,green,03,black,none,none,white,yellow,red,kn_fringe_blond,none,none,Counterpuncher,Cardio+,metalgreen,full white,BROKEN,47,50,46,50,57,50,none,none,5.0,none,none,none,none
324.2502931801141,943.0,Ballman #1409,Stan the Ballman collection,https://arts.ballmanproject.io/1939.png,1408,Victory Green 2,black,05,black,none,normal,yellow,red,pink,in_sideslick_blond,none,none,All-court Player,none,black,none,BROKEN,49,52,46,57,46,50,none,none,none,none,none,none,none
324.24770937550556,944.0,Ballman #2458,Stan the Ballman collection,https://arts.ballmanproject.io/4639.png,2457,Radiant Blue 2,red,04,white,red,none,green,yellow,white,se_featheredhair_brown,none,none,All-court Player,Quick neuron,white,none,POINT,49,53,45,56,47,50,5.0,none,none,none,none,none,none
324.223065128667,945.0,Ballman #5367,Stan the Ballman collection,https://arts.ballmanproject.io/2229.png,5366,Holographic 1,yellow,05,black,none,none,white,blue,red,mc_bowlcut_ginger,none,none,Pusher,none,pink,none,BROKEN,46,50,43,52,58,50,none,none,none,none,none,none,none
324.21783834543,946.0,Ballman #3309,Stan the Ballman collection,https://arts.ballmanproject.io/4053.png,3308,Deep Blue 2,white,04,white,none,none,green,none,white,bb_headband_brown,black,none,Serve-and-Volleyer,Low heartbeat gene,white,sw white,FIST,56,50,53,51,40,50,none,none,10.0,none,none,none,none
324.0535959715275,947.0,Ballman #1334,Stan the Ballman collection,https://arts.ballmanproject.io/4288.png,1333,Radiant Purple 3,blue,05,black,green,none,blue,pink,white,db_dreadlocks_ginger,black,none,Serve-and-Volleyer,Eagle Eye,green,sw white,POINT,56,49,53,52,40,50,none,none,none,5.0,none,none,none
324.052832028239,948.0,Ballman #1356,Stan the Ballman collection,https://arts.ballmanproject.io/4546.png,1355,Radiant Green 1,red,03,white,blue,none,green,yellow,red,db_dreadlocks_ginger,none,none,All-court Player,none,metalgreen,none,POINT,50,52,45,56,47,50,none,none,none,none,none,none,none
324.0408307385255,949.0,Ballman #4059,Stan the Ballman collection,https://arts.ballmanproject.io/2037.png,4058,Pink Gradient 2,yellow,03,white,none,sleeve,yellow,pink,yellow,in_sideslick_brown,none,none,Serve-and-Volleyer,Cardio+,metalblue,none,BROKEN,56,49,54,50,41,50,none,none,5.0,none,none,none,none
324.0386092358249,950.0,Ballman #3670,Stan the Ballman collection,https://arts.ballmanproject.io/2404.png,3669,Victory Yellow 2,purple,05,black,none,none,green,black,pink,mc_bowlcut_brown,none,none,All-court Player,Killer mindset,metalred,sw black,BROKEN,50,52,45,56,47,50,none,none,none,none,5.0,none,none
323.9749414921942,951.0,Ballman #5711,Stan the Ballman collection,https://arts.ballmanproject.io/1414.png,5710,Radiant Green 2,yellow,blue,white,black,normal,green,blue,white,gm_afro_brown,brown,none,Serve-and-Volleyer,none,green,sw black,BACKHANDS VOLLEY,56,49,53,52,40,50,none,none,none,none,none,none,none
323.84330331571465,952.0,Ballman #502,Stan the Ballman collection,https://arts.ballmanproject.io/1098.png,501,Blue Stan 1,red,03,black,pink,none,white,blue,blue,rn_headband_ginger,none,none,Serve-and-Volleyer,Zen master,metalblue,sw white,BACKHANDS VOLLEY,56,49,53,52,40,50,none,none,none,none,10.0,none,none
323.70688384435135,953.0,Ballman #3117,Stan the Ballman collection,https://arts.ballmanproject.io/2107.png,3116,Victory Green 1,red,blue,white,none,none,black,black,pink,in_sideslick_blond,none,none,Counterpuncher,none,green,full white,BROKEN,47,50,46,50,57,50,none,none,none,none,none,none,none
323.6752193047019,954.0,Ballman #5193,Stan the Ballman collection,https://arts.ballmanproject.io/4509.png,5192,Red Stan 1,yellow,04,black,pink,sleeve,pink,blue,black,db_dreadlocks_black,black,none,All-court Player,Quick neuron,copper,none,POINT,50,52,45,56,47,50,5.0,none,none,none,none,none,none
323.6737312750327,955.0,Ballman #1636,Stan the Ballman collection,https://arts.ballmanproject.io/4412.png,1635,Red Stan 2,silver,06,white,yellow,none,yellow,blue,blue,gv_headband_blond,none,none,All-court Player,none,metal,none,POINT,49,53,45,56,47,50,none,none,none,none,none,none,none
323.63518750349334,956.0,Ballman #1081,Stan the Ballman collection,https://arts.ballmanproject.io/2033.png,1080,Radiant Yellow 2,black,green,black,none,sleeve,white,black,red,in_sideslick_brown,none,none,Pusher,none,paillettes,sw black,BROKEN,46,50,43,52,58,50,none,none,none,none,none,none,none
323.54277316339204,957.0,Ballman #2327,Stan the Ballman collection,https://arts.ballmanproject.io/1389.png,2326,Purple Stan 3,red,red,white,pink,sleeve,green,blue,yellow,nk_fauxhawk_ginger,none,none,Counterpuncher,none,white,full gold,BACKHANDS VOLLEY,47,50,46,50,57,50,none,none,none,none,none,none,none
323.53175544741487,958.0,Ballman #2241,Stan the Ballman collection,https://arts.ballmanproject.io/4409.png,2240,Holographic 3,red,06,black,blue,sleeve,green,blue,black,db_dreadlocks_black,none,none,Pusher,none,white,sw gold,POINT,46,51,44,53,57,50,none,none,none,none,none,none,none
323.512011106903,959.0,Ballman #5281,Stan the Ballman collection,https://arts.ballmanproject.io/2035.png,5280,Purple Stan 2,purple,03,white,none,none,blue,black,yellow,mc_bowlcut_brown,none,none,All-court Player,none,green,full gold,BROKEN,50,52,45,56,47,50,none,none,none,none,none,none,none
323.4723905212917,960.0,Ballman #954,Stan the Ballman collection,https://arts.ballmanproject.io/2248.png,953,Red Stan 2,blue,06,black,none,none,yellow,black,red,in_sideslick_blond,none,none,Pusher,none,gold,none,BROKEN,48,50,44,51,57,50,none,none,none,none,none,none,none
323.36417305635115,961.0,Ballman #3160,Stan the Ballman collection,https://arts.ballmanproject.io/588.png,3159,Pink Gradient 3,yellow,01,black,green,sleeve,yellow,red,pink,ar_mohawk_blond,black,earring,Pusher,none,quick,full black,BACKHANDS,46,50,43,52,58,50,none,none,none,none,none,none,none
323.28849543705684,962.0,Ballman #164,Stan the Ballman collection,https://arts.ballmanproject.io/4615.png,163,Victory Yellow 2,pink,03,black,black,none,blue,white,blue,se_featheredhair_brown,white,none,Aggressive Baseliner,none,orange,none,POINT,55,50,55,45,45,50,none,none,none,none,none,none,none
323.24736342992156,963.0,Ballman #592,Stan the Ballman collection,https://arts.ballmanproject.io/4084.png,591,Deep Blue 1,silver,06,white,none,none,yellow,none,black,bb_headband_blond,none,none,All-court Player,Racket samourai,green,sw white,FIST,50,52,45,56,47,50,none,none,none,10.0,none,none,none
323.23691284313105,964.0,Ballman #3611,Stan the Ballman collection,https://arts.ballmanproject.io/2071.png,3610,Radiant Purple 2,orange,03,black,none,none,black,white,white,mc_bowlcut_ginger,none,none,Aggressive Baseliner,none,white,none,BROKEN,55,49,55,44,47,50,none,none,none,none,none,none,none
323.1885072788873,965.0,Ballman #5807,Stan the Ballman collection,https://arts.ballmanproject.io/246.png,5806,Red Stan 3,black,06,white,red,none,yellow,pink,red,gi_topknot_brown,white,none,Serve-and-Volleyer,Racket samourai,pink,none,BACKHANDS,56,50,53,51,40,50,none,none,none,10.0,none,none,none
323.07115772140753,966.0,Ballman #5164,Stan the Ballman collection,https://arts.ballmanproject.io/1501.png,5163,Radiant Green 1,black,05,white,black,normal,blue,pink,yellow,nk_fauxhawk_black,brown,none,Counterpuncher,none,copper,sw black,BACKHANDS VOLLEY,46,50,47,50,57,50,none,none,none,none,none,none,none
322.8583034579581,967.0,Ballman #2026,Stan the Ballman collection,https://arts.ballmanproject.io/2863.png,2025,Radiant Blue 3,blue,05,black,none,normal,black,none,black,st_longhair_blond,none,none,All-court Player,Low heartbeat gene,pink,none,FINGER,49,53,45,56,47,50,none,none,10.0,none,none,none,none
322.75258724107334,968.0,Ballman #3253,Stan the Ballman collection,https://arts.ballmanproject.io/4606.png,3252,Holographic 2,blue,06,black,black,normal,red,black,red,db_dreadlocks_brown,none,none,Aggressive Baseliner,none,orange,full white,POINT,56,50,54,45,45,50,none,none,none,none,none,none,none
322.7031200717623,969.0,Ballman #5713,Stan the Ballman collection,https://arts.ballmanproject.io/4358.png,5712,Victory Purple 2,silver,06,black,black,none,green,yellow,black,db_dreadlocks_black,black,none,Counterpuncher,Stan's punch,blue,none,POINT,47,50,46,50,57,50,none,5.0,none,none,none,none,none
322.6281879975209,970.0,Ballman #3603,Stan the Ballman collection,https://arts.ballmanproject.io/1405.png,3602,Deep Blue 1,orange,red,black,blue,sleeve,black,yellow,red,nk_fauxhawk_ginger,white,none,All-court Player,Quick neuron,quick,sw white,BACKHANDS VOLLEY,49,53,45,56,47,50,5.0,none,none,none,none,none,none
322.6212861270732,971.0,Ballman #2333,Stan the Ballman collection,https://arts.ballmanproject.io/678.png,2332,Blue Stan 3,purple,02,black,green,none,yellow,white,white,ar_mohawk_ginger,none,none,Serve-and-Volleyer,none,earth,full gold,BACKHANDS,56,50,53,51,40,50,none,none,none,none,none,none,none
322.55519179961783,972.0,Ballman #4135,Stan the Ballman collection,https://arts.ballmanproject.io/4356.png,4134,Deep Blue 3,pink,06,black,pink,sleeve,pink,blue,white,se_featheredhair_blond,none,none,Aggressive Baseliner,none,red,none,POINT,55,49,55,44,47,50,none,none,none,none,none,none,none
322.548009505246,973.0,Ballman #6155,Stan the Ballman collection,https://arts.ballmanproject.io/2064.png,6154,Deep Blue 1,red,05,black,none,none,red,black,blue,kn_fringe_ginger,none,none,Pusher,Quick neuron,metalgreen,none,BROKEN,48,50,44,51,57,50,5.0,none,none,none,none,none,none
322.4157946696447,974.0,Ballman #3199,Stan the Ballman collection,https://arts.ballmanproject.io/2846.png,3198,Radiant Yellow 3,red,01,white,none,none,blue,none,blue,st_longhair_brown,none,none,Counterpuncher,Master mind,green,none,FINGER,47,50,46,50,57,50,8.0,none,none,none,none,none,none
322.4099777483554,975.0,Ballman #4262,Stan the Ballman collection,https://arts.ballmanproject.io/4611.png,4261,Radiant Purple 3,black,green,black,yellow,none,red,white,yellow,db_dreadlocks_brown,none,none,Pusher,none,pink,none,POINT,46,50,43,52,58,50,none,none,none,none,none,none,none
322.3751685238415,976.0,Ballman #3941,Stan the Ballman collection,https://arts.ballmanproject.io/4327.png,3940,Blue Stan 3,orange,05,black,black,none,pink,green,white,gv_headband_blond,none,none,Aggressive Baseliner,none,metalgreen,full black,POINT,55,49,55,44,47,50,none,none,none,none,none,none,none
322.2122372194669,977.0,Ballman #2898,Stan the Ballman collection,https://arts.ballmanproject.io/1782.png,2897,Radiant Blue 2,red,03,white,red,none,pink,yellow,pink,rn_headband_blond,none,none,Pusher,none,paillettes,full gold,BACKHANDS VOLLEY,46,50,43,52,58,50,none,none,none,none,none,none,none
322.08858500476856,978.0,Ballman #107,Stan the Ballman collection,https://arts.ballmanproject.io/3998.png,106,Radiant Yellow 2,purple,03,white,none,none,white,none,white,bb_mullet_ginger,none,none,Pusher,Master mind,black,sw black,FIST,48,50,44,51,57,50,8.0,none,none,none,none,none,none
322.0791269835244,979.0,Ballman #1546,Stan the Ballman collection,https://arts.ballmanproject.io/4165.png,1545,Victory Yellow 3,black,02,white,none,none,yellow,none,pink,yn_dreads_ginger,none,none,Pusher,Low heartbeat gene,white,none,FIST,46,50,43,52,58,50,none,none,10.0,none,none,none,none
322.0404405009655,980.0,Ballman #931,Stan the Ballman collection,https://arts.ballmanproject.io/4308.png,930,Red Stan 2,yellow,01,white,red,none,blue,blue,white,db_dreadlocks_black,none,none,Counterpuncher,Cardio+,blue,sw black,POINT,46,50,47,50,57,50,none,none,5.0,none,none,none,none
321.9670161899192,981.0,Ballman #2392,Stan the Ballman collection,https://arts.ballmanproject.io/1951.png,2391,Deep Blue 3,blue,02,black,none,normal,green,blue,yellow,mc_bowlcut_black,none,none,All-court Player,none,black,sw white,BROKEN,49,52,46,57,46,50,none,none,none,none,none,none,none
321.89786567975466,982.0,Ballman #4355,Stan the Ballman collection,https://arts.ballmanproject.io/4503.png,4354,Radiant Green 2,blue,05,white,black,none,black,yellow,red,db_dreadlocks_black,none,none,Counterpuncher,Stan's punch,metalred,none,POINT,47,50,46,50,57,50,none,5.0,none,none,none,none,none
321.81538400932067,983.0,Ballman #1173,Stan the Ballman collection,https://arts.ballmanproject.io/4517.png,1172,Holographic 3,pink,04,white,green,none,red,red,pink,gv_headband_brown,none,none,Serve-and-Volleyer,Eagle Eye,metal,none,POINT,56,49,54,50,41,50,none,none,none,5.0,none,none,none
321.73248725831104,984.0,Ballman #5783,Stan the Ballman collection,https://arts.ballmanproject.io/894.png,5782,Victory Green 1,silver,03,white,blue,normal,green,white,pink,gm_afro_brown,none,none,Aggressive Baseliner,Quick neuron,metalblue,none,BACKHANDS VOLLEY,56,50,54,45,45,50,5.0,none,none,none,none,none,none
321.72929347109863,985.0,Ballman #2351,Stan the Ballman collection,https://arts.ballmanproject.io/4341.png,2350,Blue Stan 2,black,02,black,yellow,none,yellow,green,green,gv_headband_brown,none,none,All-court Player,Quick neuron,white,none,POINT,49,52,46,57,46,50,5.0,none,none,none,none,none,none
321.70813276986473,986.0,Ballman #2396,Stan the Ballman collection,https://arts.ballmanproject.io/2417.png,2395,Victory Red 1,black,03,black,none,none,yellow,red,pink,kn_fringe_ginger,none,none,Aggressive Baseliner,Cardio+,red,none,BROKEN,56,50,54,45,45,50,none,none,5.0,none,none,none,none
321.6953309377879,987.0,Ballman #1364,Stan the Ballman collection,https://arts.ballmanproject.io/4602.png,1363,Radiant Purple 1,orange,01,black,pink,none,green,black,white,gv_headband_ginger,none,none,Counterpuncher,Killer mindset,black,none,POINT,46,49,46,50,59,50,none,none,none,none,5.0,none,none
321.5429802345963,988.0,Ballman #5427,Stan the Ballman collection,https://arts.ballmanproject.io/382.png,5426,Pink Gradient 1,red,05,white,yellow,none,black,black,red,gi_topknot_brown,none,none,Counterpuncher,Eagle Eye,red,full gold,BACKHANDS,47,50,46,50,57,50,none,none,none,5.0,none,none,none
321.4459348154273,989.0,Ballman #138,Stan the Ballman collection,https://arts.ballmanproject.io/532.png,137,Pink Gradient 2,silver,blue,black,green,none,white,green,white,ar_mohawk_blond,none,none,Serve-and-Volleyer,none,orange,sw gold,BACKHANDS,56,49,54,50,41,50,none,none,none,none,none,none,none
321.2944284573134,990.0,Ballman #4342,Stan the Ballman collection,https://arts.ballmanproject.io/1523.png,4341,Red Stan 1,red,02,black,red,none,red,white,white,rn_headband_blond,none,none,Aggressive Baseliner,Racket samourai,green,full white,BACKHANDS VOLLEY,55,49,55,44,47,50,none,none,none,10.0,none,none,none
321.22947270676593,991.0,Ballman #2650,Stan the Ballman collection,https://arts.ballmanproject.io/2375.png,2649,Deep Blue 3,blue,blue,white,none,none,green,pink,green,in_sideslick_blond,none,none,Serve-and-Volleyer,none,red,sw white,BROKEN,56,50,53,51,40,50,none,none,none,none,none,none,none
321.01630240912283,992.0,Ballman #797,Stan the Ballman collection,https://arts.ballmanproject.io/2072.png,796,Red Stan 1,purple,02,black,none,normal,red,white,black,in_sideslick_blond,none,none,All-court Player,none,green,full black,BROKEN,49,52,46,57,46,50,none,none,none,none,none,none,none
320.8290653798607,993.0,Ballman #3687,Stan the Ballman collection,https://arts.ballmanproject.io/4001.png,3686,Victory Purple 3,blue,05,white,none,none,white,none,white,bb_mullet_brown,none,none,Aggressive Baseliner,Racket samourai,green,full white,FIST,56,50,54,45,45,50,none,none,none,10.0,none,none,none
320.780682736046,994.0,Ballman #1119,Stan the Ballman collection,https://arts.ballmanproject.io/1963.png,1118,Purple Stan 2,orange,04,white,none,none,black,green,black,kn_fringe_black,none,none,Counterpuncher,Killer mindset,white,full black,BROKEN,46,50,47,50,57,50,none,none,none,none,5.0,none,none
320.76433894822935,995.0,Ballman #2560,Stan the Ballman collection,https://arts.ballmanproject.io/3134.png,2559,Radiant Yellow 3,black,01,black,none,none,pink,none,blue,st_longhair_blond,none,none,Counterpuncher,Low heartbeat gene,white,sw black,FINGER,46,49,46,50,59,50,none,none,10.0,none,none,none,none
320.71272267744854,996.0,Ballman #2555,Stan the Ballman collection,https://arts.ballmanproject.io/648.png,2554,Victory Green 1,white,blue,white,red,none,blue,red,black,ar_mohawk_ginger,black,none,Serve-and-Volleyer,Cardio+,quick,full black,BACKHANDS,56,49,54,50,41,50,none,none,5.0,none,none,none,none
320.70176903437664,997.0,Ballman #2099,Stan the Ballman collection,https://arts.ballmanproject.io/4464.png,2098,Radiant Blue 2,red,green,white,pink,none,black,pink,red,db_dreadlocks_ginger,black,none,Pusher,none,pink,sw white,POINT,48,50,44,51,57,50,none,none,none,none,none,none,none
320.6309861834801,998.0,Ballman #5889,Stan the Ballman collection,https://arts.ballmanproject.io/3303.png,5888,Purple Stan 2,pink,01,white,none,normal,white,none,white,rf_headband_brown,brown,none,Pusher,Quick neuron,white,none,FINGER,46,50,43,52,58,50,5.0,none,none,none,none,none,none
320.48583655154755,999.0,Ballman #2582,Stan the Ballman collection,https://arts.ballmanproject.io/4368.png,2581,Victory Green 2,green,05,white,blue,sleeve,red,red,red,gv_headband_ginger,black,none,All-court Player,none,metalred,none,POINT,50,52,45,56,47,50,none,none,none,none,none,none,none
320.43189922012436,1000.0,Ballman #68,Stan the Ballman collection,https://arts.ballmanproject.io/2245.png,67,Radiant Blue 1,black,05,black,none,none,yellow,blue,green,kn_fringe_black,none,none,Aggressive Baseliner,none,metal,none,BROKEN,55,50,55,45,45,50,none,none,none,none,none,none,none
320.3852652328992,1001.0,Ballman #1270,Stan the Ballman collection,https://arts.ballmanproject.io/585.png,1269,Victory Yellow 1,blue,01,white,black,none,black,yellow,red,am_afro_ginger,none,none,Counterpuncher,Zen master,green,full white,BACKHANDS,46,49,46,50,59,50,none,none,none,none,10.0,none,none
320.3361510454336,1002.0,Ballman #5388,Stan the Ballman collection,https://arts.ballmanproject.io/2374.png,5387,Radiant Yellow 1,blue,05,white,none,none,blue,blue,green,in_sideslick_blond,none,none,Pusher,none,gold,none,BROKEN,48,50,44,51,57,50,none,none,none,none,none,none,none
